,Original Title Text,Title Sentence Vector,Original Description Text,Description Sentence Vector,Original Author Text,Author Sentence Vector
15,"To save the climate, the oil and gas sector must slash planet-warming operations, report says",-0.0025950551716960035,"The oil and gas sector, one of the major emitters of planet-warming gases, will need a rapid and substantial overhaul for the world to avoid even worse extreme weather events fueled by human-caused climate change, according to a report released Thursday.",0.15220384301210288,Sibi Arasu,0.03623272156983148
16,Retailers are ready to kick off Black Friday just as shoppers pull back on spending,-0.04446760514656489,Retail executives are growing concerned with a spending slowdown that could temper sales on the day after Thanksgiving as well as throughout the holidays.,0.043424351504654624,Anne D'Innocenzio,0.08168718381784856
17,"2 fatally wounded in separate shootings Wednesday evening on South Side, Chicago police said",-0.11309506348334253,"Two men were fatally wounded Wednesday evening in separate shootings on the South Side, police said.",0.10488296661060303,Deanese Williams-Harris,-0.028753853170201182
18,"4 takeaways from the Chicago Blackhawks’ 7-3 loss, including Bedard vs. Fantilli Part I and the ‘A-Teens’ power play debut",-0.08185355451132637,No reason to dwell on Wednesday’s disastrous defense when the Chicago Blackhawks got a first glimpse at their (maybe) power play of the future.,0.10281727901747217,Phil Thompson,0.11910694325342774
19,Don't press 'pandemic panic button' scientists caution on China pneumonia report,0.051064078255876666,"Leading scientists urged caution over fears of another pandemic on Thursday after the World Health Organization requested more <a href=""/world/china/who-asks-china-details-respiratory-illness-outbreaks-2023-11-23/"">information</a> from China on a rise of resp…",0.022382247232599184,Jennifer Rigby,0.0037277339906722773
20,Return to Work Coming for Your Pandemic-Era Home...,-0.047031167545355856,"Return to Work Coming for Your Pandemic-Era Home...

 
 
 
 (Second column, 8th story, link)

 

 

 
 Related stories:Market slump in five charts...

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",0.11724509677151218,Libertina Brandt,0.10652941778243985
21,Bankman-Fried's Life Behind Bars: Crypto Tips and Paying With Fish...,-0.008060961263254285,"Bankman-Fried's Life Behind Bars: Crypto Tips and Paying With Fish...

 
 
 
 (Second column, 11th story, link)

 

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",0.11300529151048977,"James Fanelli, Corinne Ramey",0.053035332311992534
22,2024 E-Ray: The Quickest 'Vette Ever...,-0.006515971967019141,"The fastest-off-the line production Corvette combines a naturally aspirated V8 with all-electric front-wheel propulsion—and redefines what it feels like to drive a ’Vette, writes Dan Neil.",0.053309102717321366,Dan Neil,0.031160991260549054
23,"5 teens, including 15-year-old boy, wounded in drive-by shooting overnight, cops say",-0.007383698015473783,"Shortly before 12:15 a.m., the group of teenagers were walking in the 2000 block of West Monroe Street when someone inside a vehicle open fire, striking the teens near the United Center, police said.",0.05722675329889171,Deanese Williams-Harris,0.049708483333233744
24,"What’s J.J. McCarthy’s secret to staying focused? Daily meditation, says the Michigan QB and Nazareth alumnus.",-0.0073645071825012565,This week in particular — with a matchup vs. archrival Ohio State coming up Saturday — Michigan QB J.J. McCarthy says his meditation routine helps tremendously.,0.11355805880884873,Larry Lage,0.05905744945630431
25,Will Zach LaVine be traded before the deadline? What should the Chicago Bulls get in return? 6 trade rumor mill questions.,-0.10383102406922262,"What to expect with a possible Zach LaVine trade, including a timeline for the future and what the Chicago Bulls could receive in return.",0.0474908972682897,Julia Poe,0.11054760700790212
26,Kellie O’Connell: Helping feed our neighbors — including our new arrivals — defines us as Chicagoans,-0.015663741331081837,Our food programs at Chicago's Nourishing Hope are serving more people today than we did at the height of the pandemic.,0.08185472318291431,Kellie O’Connell,0.07235464101540856
27,Editorial: Abe Lincoln‘s generous gift: A day for Americans to give thanks—and eat turkey,-0.021681240139514557,Abraham Lincoln helped set the Thanksgiving table.,0.06650395289761946,The Editorial Board,0.09142338274978101
28,Letters: Our nation would be wise to be thankful for its immigrants,-0.011228252513319603,"From the pilgrims to the present day, it is those who have come before us that have helped make our country.",0.052322231844300404,Chicago Tribune,0.07481228630058467
29,David McGrath: I give thanks for these fine Americans,0.015049369540065527,Here is a Top 10 list of people (and a radio station) for which I am grateful.,0.047717131732497364,David McGrath,-0.004859439097344875
30,Editorial: Our thanks to Chicago firefighters and their families,-0.056392064900137484,"Four Chicago firefighters have lost their lives on the job in 2023, the most in a single year since 1998. What would we do without them? We offer thanks.",0.15682760265190154,The Editorial Board,0.07426873806980439
31,"Soot pollution from coal-fired power plants is more deadly than soot from other sources, study shows",-0.04865981711191125,"Only Pennsylvania, New York and Ohio recorded more deaths associated with coal plant pollution than the 25,000 deaths in Illinois during the period studied.",-0.025102279119892046,Michael Hawthorne,0.03273449344851542
32,Descendant of Holocaust survivors forms friendship with Muslim refugee and shows ‘what’s possible in the world’,0.035674861079314724,"One is a devout Muslim who fled religious persecution in Myanmar, arriving in Chicago as a refugee. The other is a Jewish descendent of Holocaust survivors.",0.09590144373942167,Angie Leventis Lourgos,0.03772682748967782
33,Ask Amy: 54-year-old mother wants another child,-0.02104941909055924,"Dear Amy: At 54, my mother, already blessed with two academically accomplished children in the eighth and 12th grades, says she wants to have a third child.",0.027974481228739023,Amy Dickinson,0.012116979858546983
34,We Should All Give Thanks for Taylor Swift,-0.023682232480496168,"She brings joy, jobs and happy feet everywhere she goes. She’s the best thing happening in America.",0.0159013889497146,Peggy Noonan,-0.02082979865372181
35,"Zach Edey’s 28 points, 15 boards power No. 2 Purdue men’s basketball past No. 4 Marquette for Maui Invitational title",-0.046329274657182395,Zach Edey had 28 points and 15 rebounds to carry No. 2 Purdue to a 78-75 win over No. 4 Marquette in the championship game of the Maui Invitational.,0.08837187453173101,Kalani Takase,0.03009405546617927
36,Grateful for a new home: Community members embrace migrants as many find meaning in their first Thanksgiving celebration in Chicago,-0.0418510667514056,Maria Goitia and her family celebrated their first American Thanksgiving grateful for the help they've received since leaving their native Venezuela.,0.12519732302462216,"Laura Rodríguez Presa, Alysa Guffey",0.09174534199701156
37,Grateful for a new home: Community members embrace migrants as many find meaning in their first Thanksgiving celebration in Chicago,-0.0418510667514056,Maria Goitia and her family celebrated their first American Thanksgiving grateful for the help they've received since leaving their native Venezuela.,0.12519732302462216,"Laura Rodríguez Presa, Alysa Guffey",0.09174534199701156
38,"Colts owner Jim Irsay says police pulled him over because he’s a ‘rich, white billionaire’",-0.05231961125446105,"Indianapolis Colts owner Jim Irsay told HBO Sports his arrest for operating a vehicle while intoxicated nearly a decade ago occurred because of police prejudice against “a rich, white billionaire.”",0.0990412920655217,Chicago Tribune,0.11198501836042851
39,Zach LaVine sits out against Oklahoma City Thunder with right foot sprain: ‘I try to play through everything’,-0.0723227709531784,Zach LaVine was unavailable for Wednesday's game against the Oklahoma City Thunder with a right foot injury.,0.060739846201613545,Julia Poe,0.047804630594328046
40,Three arrested after armed robbery attempt at Midlothian liquor store,-0.055424164107535034,"Midlothian police responded to Emporium Liquor at about 10:15 a.m. Wednesday to find two people leaving the store, one carrying merchandise and another with a ski mask.",0.06520722777349874,Ilana Arougheti,0.06499806948704645
41,"As COVID numbers rise, public health officials call for vigilance against respiratory viruses",0.009848891611909494,IDPH also asks residents to skip holiday gatherings if they have symptoms of respiratory infections.,0.04772793511801865,Ilana Arougheti,0.03266051062382758
42,Sam Altman's ouster was precipitated by letter to board about AI breakthrough,-0.005423039327070001,"Ahead of OpenAI CEO <a href=""/technology/ousting-ceo-sam-altman-chatgpt-loses-its-best-fundraiser-2023-11-18/"">Sam Altman’s four days in exile</a>, several staff researchers sent the board of directors a letter warning of a powerful artificial intelligence di…",0.05347019886539783,"Anna Tong, Jeffrey Dastin, Krystal Hu",0.06263117524213158
43,Chicago Bears and quarterback Justin Fields look to better handle Minnesota Vikings pressure in rematch,-0.0030437966343015432,Justin Fields is excited to show how he and his teammates can finish against the Minnesota Vikings. He didn’t get the chance last time around.,0.08394743606913835,Colleen Kane,0.05859602114651352
44,"Veterinarians warn of mystery illness affecting dogs in Illinois, other states",0.018347684992477298,Experts warn that the unnamed illness has shown to be resistant to medication in some canines.,-0.0008130953647196293,Ilana Arougheti,-0.02516389370430261
45,"Stellantis recalls more than 32,000 hybrid Jeep Wrangler SUVs",0.011875267140567303,The recall covers 2021-2024 models of the Jeep Wrangler 4xe SUVs. All other Wrangler models have been deemed safe by Stellantis.,-0.02203189136344008,Chicago Tribune,0.02412117039784789
46,Track coach pleads guilty tricking women into sending him nude photos,-0.051879938757338095,"He previously worked as a track and field coach at several academic institutions, including Northeastern University, Penn State University, Illinois Institute of Technology, University of Tennessee and Concordia University Chicago.",0.16128542192745954,Chicago Tribune,-0.013660652104590554
47,"U.S. egg producers conspired to fix prices, Illinois jury finds",-0.09542133813374676,Several large food manufacturing companies including Kraft Foods Global Inc. and The Kellogg Company alleged in the lawsuit that producers used various means to increase the prices of eggs and egg products during the 2000s.,0.13901386718498543,Isabella Volmert,0.041706248332047835
48,Burger King tycoon recounts morning FBI showed up at his Texas doorstep with questions about Ald. Ed Burke: ‘I was relieved when they said I’m not in trouble’,-0.01688496185670374,"On the day the FBI raided then-Ald. Edward Burke’s City Hall offices, federal agents appeared on the doorstep of a Texas businessman",0.10477154300315306,"Jason Meisner, Ray Long, Megan Crepeau",0.08281092310789973
49,"Shelley Howard, graphic artist whose posters promoted Jam Production concerts, dies at 76",0.04615027123327309,"Shelley Howard, who designed rock concert posters for Jam Productions, dies at 76.",0.07536677482858067,Bob Goldsborough,-0.027876291453139856
50,‘I’ve seen it all.’ Coby White focuses on consistency amid Zach LaVine trade rumors and Chicago Bulls roster turmoil.,-0.054867225408088416,Coby White is familiar with Zach LaVine trade rumors and Chicago Bulls roster turmoil — but he doesn't want either to affect this season on the court.,0.053785269788932055,Julia Poe,0.025090157441809424
51,Afternoon Briefing: Investigation underway after man and 6-year-old boy found deceased,-0.07026902637517196,"Good afternoon, Chicago. Here's what is happening today.",0.07956321645178832,Chicago Tribune staff,0.017290057672653347
52,Daryl Hall gets restraining order against John Oates in Hall & Oates legal battle,-0.02873766655102372,Hall & Oates are embroiled in a confidential legal battle that has led to Daryl Hall getting a restraining order against his former music partner John Oates.,0.06503238203004003,Ethan Shanfeld,0.04293853021226823
53,Aaron Rodgers still aiming to return to New York Jets practice around his 40th birthday next month,-0.03839136508759111,Aaron Rodgers hopes to celebrate his 40th birthday by returning to practice with the New York Jets.,0.14364848157856613,Dennis Waszak Jr.,0.022387508332030848
54,"Editorial: At Berlin, a historic nightclub and progressive icon, the end comes at the hands of self-described progressives",0.004151552799157798,"Chicago's Berlin was a cool, progressive nightclub dedicated to tolerance. It was destroyed by radical over-reach.",0.02751101196918171,The Editorial Board,0.03791850359993987
55,AVP to launch new professional league next year,-0.05685428131255321,"The new league, which will feature eight teams nationwide, will become AVP’s new premier beach volleyball competition, with the traditional AVP Pro Series being renamed the AVP Heritage Series.",0.08632079397284542,Michael Hixon,0.1438233202502488
56,Terry Savage: Holiday season is for giving to those in need,-0.04819967381990864,"It’s easy to overlook the plight of so many Americans just hoping to keep the heat on and a roof over their heads, not only in the holiday season but year-round.",0.13083784966147505,Terry Savage,-0.04425935973995365
57,"Tech, Media & Telecom Roundup: Market Talk",-0.02047340606804937,,0.020785786909982562,nan,0.01258479105308652
58,Illinois Ford dealers win ruling against automaker’s EV certification program requiring pricey fast chargers,-0.1250924775376916,"The Illinois Motor Vehicle Review Board ruled in favor of the dealers in their complaint against Ford, which alleged the program violated state law by cutting off EV products to those that didn’t pay up to participate.",0.03631028019299265,Robert Channick,0.11032885301392525
59,FAA approves Boeing to start 737 MAX 10 certification flight tests,-0.07455746264895424,"Boeing <a href=""https://www.reuters.com/markets/companies/BA.N"" target=""_blank"">(BA.N)</a> said on Wednesday that the U.S. aviation regulator has cleared it to begin certification flight testing of its 737 MAX 10, the largest version of its bestselling jet ai…",0.07895779267710168,Valerie Insinna,0.02193519008869771
60,Where can you shop on Black Friday? Here’s what’s open — and when,-0.046757846139371395,"A number of stores that close on Thanksgiving, including Walmart and Target, reopen early Friday as the holiday shopping season begins in earnest.",0.08851654684985988,Francisco Guzman,0.026330715787480585
61,Black Friday is almost here. What to know about the holiday sales event’s history and evolution,-0.06457811131440394,"While Black Friday may no longer look like the crowd-filled, in-person mayhem that it was just decades ago the holiday sales event is still slated to attract millions of consumers.",0.124032475752756,Wyatte Grantham-Philips,0.04113940859679133
62,OpenAI brings back Sam Altman as CEO just days after his firing unleashed chaos,-0.058946381130226655,"The ousted leader of ChatGPT maker OpenAI is returning to the company that fired him just days ago, culminating a short but chaotic power struggle that shocked the tech industry and underscored the conflicts around how to safely build artificial intelligence.",0.03834715882840101,Matt O'Brien,0.1071372963488102
63,"3 wounded overnight in 2 separate shootings in South Shore neighborhood, cops say",-0.10588027664925903,"A 43-year-old man, and two women were wounded overnight Tuesday in two separate shootings in the South Shore neighborhood, Chicago police said.",0.07636217621620744,Deanese Williams-Harris,0.055122324207331985
64,"At least 2 armed robberies reported overnight within 10 minutes of each other, cops say",-0.03961645718663931,"Three victims were robbed by gunmen overnight within 10 minutes of each other on the Northwest Side, police said.",0.03323276760056615,Deanese Williams-Harris,-0.025047783856280148
65,Organized program for Small Business Saturday in Libertyville brings increase business for Main Street establishments,-0.036788343131775036,"For Main Street retailers in Libertyville, the Saturday after Thanksgiving kicks off what they hope to be a busy holiday season.",0.056743168977845926,Chloe Hilles,0.06902191345579922
66,UNITED Weighs Using Passenger Data to Sell Targeted Ads...,0.00603247235994786,"UNITED Weighs Using Passenger Data to Sell Targeted Ads...

 
 
 
 (Third column, 4th story, link)

 

 

 
 Related stories:Record crowds take to air and roads for Thanksgiving...
FLL Most Delayed Airport, DAL Most Cancellations...",0.07141298954957165,Patience Haggin,0.039966359836398624
67,‘Rustin’ review: Colman Domingo takes care of business in civil rights activist biopic on Netflix,-0.043712907237932086,"In Netflix's ""Rustin,"" as civil rights strategist Bayard Rustin, Colman Domingo scales everything beautifully, intimately.",0.024277160278870724,Michael Phillips,-0.041090533526585205
68,Death investigation underway after a man and 6-year-old boy discovered deceased in Logan Square neighborhood,0.006966008204472018,"Shortly after 10:15 p.m., officers responded to a residence in the 3500 block of West Lyndale Street and discovered a boy and a man in an advanced state of decomposition inside of a bedroom.",0.0913978687603958,Deanese Williams-Harris,0.031942174944560975
69,Harvard Health: How long does it take to heal cellulitis on legs?,-0.08603945811046287,"Cellulitis is an infection of the deep layers of the skin. It develops when bacteria enter through a cut, bite, or wound -- including tiny breaks in cracked, dry skin.",0.06733143018209375,"Julie Corliss, Harvard Health Blogs",0.08539410308003426
70,"Extra-alarm fire destroys warehouse overnight in Logan Square neighborhood, officials say",0.001837610179791227,"Firefighters were called shortly before midnight to the 2700 block of North Pulaski Road where a fire broke out in the back of a warehouse, officials said.",0.07305831710982602,Deanese Williams-Harris,0.002453367575071752
71,Larry Summers Is Surprise Pick to Chart Path Forward...,0.009629764361307025,"Larry Summers Is Surprise Pick to Chart Path Forward...

 
 
 
 (Second column, 8th story, link)

 

 

 
 Related stories:Altman returns to OPENAI in bizarre reversal of fortunes...

 

 
 
 Drudge Report Feed needs your support!   Become a Patron",0.07676106064172927,Newley Purnell,0.0659311772469664
72,"Man, 64, gunned down overnight in the East Pilsen neighborhood, Chicago police said",-0.06362696614814922,"Shortly before 4 a.m., a victim was sitting inside of his vehicle in the 1800 block of South Canalport Avenue when someone opened fire in his direction, striking him 14 times, police said.",0.13293654270819388,Deanese Williams-Harris,0.049243240733630955
73,Sony facing $7.9B mass lawsuit over Playstation Store prices,-0.07767183586838655,"Sony <a href=""https://www.reuters.com/markets/companies/6758.T"" target=""_blank"">(6758.T)</a> must face a mass lawsuit worth up to 6.3 billion pounds ($7.9 billion) over claims the PlayStation maker abused its dominant position leading to unfair prices for cus…",0.05854147006175481,Reuters,0.07071591514977627
74,Senators Call for Investigation of Health Insurers’ Role in Driving Up Drug Costs,0.03205212252214551,Request follows Wall Street Journal article reporting high markups on certain generic drugs for cancer and multiple sclerosis,0.07680370530579239,Joseph Walker,-0.023145021594245918
75,"James ‘Pate’ Philip, former Illinois Senate President who once symbolized suburban Republicanism, dies",-0.040629929513670504,"Philip, of Wood Dale, served 36 years in the Illinois General Assembly and was the longest serving Republican Senate president.",0.024913981716963463,Rick Pearson,0.013370359636610374
76,Daywatch: Who are the volunteers offering help at O’Hare?,-0.035496963626428624,"Good morning, Chicago. Here are some of the top stories you need to know to start your day.",0.05991545234428486,Chicago Tribune staff,0.07392191579856444
77,Deere forecasts downbeat profit as high borrowing costs pinch demand,-0.0033582092000870034,"Deere & Co <a href=""https://www.reuters.com/markets/companies/DE.N"" target=""_blank"">(DE.N)</a> forecast 2024 profits below analysts' expectations on Wednesday, saying high borrowing costs and tighter budgets will likely dent demand for the farm equipment make…",0.0817664380883798,Bianca Flowers,0.05588036996778101
78,Mitsubishi Heavy expects to double defence revenue next year,-0.04533003378310241,"Japan's Mitsubishi Heavy Industries <a href=""https://www.reuters.com/markets/companies/7011.T"" target=""_blank"">(7011.T)</a> said on Wednesday it expects to double its defence revenue to about 1 trillion yen ($6.68 billion) from the business year starting Apri…",0.17042527702869847,Reuters,0.07011421087372582
79,Column: 1986′s Chicago-shot ‘Running Scared’ is a time capsule of the Thompson Center,0.015173904947005212,"Google plans a gut rehab of the Thompson Center, but the distinctive interiors are preserved on film thanks to the 1986 movie ""Running Scared.""",0.035978132218588144,Nina Metz,0.07217594015310169
80,Chicago basketball report: Bulls in the cellar of In-Season Tournament — and opportunity knocks for Aneesah Morrow at LSU,-0.05410427469178103,"The Chicago Bulls are halfway through the group stage of the NBA’s inaugural In-Season Tournament, and their odds for advancement don’t look strong.",0.12845608658972196,Julia Poe,0.07624216139424789
81,Chicago Bears Q&A: What’s Justin Fields’ future now? What to make of Martellus Bennett’s comments? What would it take to get new ownership?,-0.062437512970063835,Did Justin Fields' performance Sunday in Detroit change his outlook with the Chicago Bears? Brad Biggs answers your questions weekly.,0.1463456676574424,Brad Biggs,0.10651642875018297
82,"Holiday lights around Chicago: Top 10 displays for 2023, from Navy Pier to Morton Arboretum",-0.06958173791645095,"The Tribune's list of light shows in and around Chicago (and beyond), with some indoor displays if you want to avoid the cold.",0.11266669715405442,Kayla Samoy,0.04458557051839307
83,Some usual suspects but also real treasures as WTTW brings us some more ‘Beautiful Places’,-0.044651369913481176,"WTTW's Geoffrey Baer is back with “The Most Beautiful Places in Chicago 2,” exploring places including the Chicago Cultural Center and Glessner House.",0.05026204191381112,Rick Kogan,0.00860504377487814
84,Colin Fleming: Here’s why I’m such a fan of Peppermint Patty’s energy in ‘A Charlie Brown Thanksgiving’,-0.05554368137381971,"Peppermint Patty is the driver of ""A Charlie Brown Thanksgiving."" She shows us that earnestness can reward you and those you care about.",0.021024793808464892,Colin Fleming,-0.034881517000030726
85,Sheldon H. Jacobson: What’s it like to be an average American?,-0.0352418023012433,"Every day, you are contributing to what defines an average, even if you are anything but average.",0.016054857842391357,Sheldon H. Jacobson,0.05088600120507181
86,Letters: Why I’m grateful to live in Chicago,-0.009514354285784066,Here is a list of things in Chicagoland I am thankful for.,0.0329212631622795,Chicago Tribune,0.03707792051136494
87,O’Hare Airport’s information desks are staffed by volunteers — and they’ve seen it all,0.027233432656430523,They're on the lookout for lost travelers and people who need help. They also absorb a lot of frustration.,0.09583688180282479,Christopher Borrelli,0.03267632624192629
88,Clarence Page: Elon Musk not so ‘absolutist’ about free speech when it comes from his critics,-0.03366905926668551,Elon Musk used to call himself a “free speech” absolutist until some of his critics a focused their speech on him.,0.06755424768198282,Clarence Page,-0.0032395177986472845
89,"Editorial: On 60th anniversary of JFK’s assassination, a fresh look at the day that changed everything",-0.08687517572798242,"Sixty years after the assassination of President John F. Kennedy, conspiracy theories still reveal how little we trust government.",0.059914951387327164,The Editorial Board,0.054185784450965
90,Rose Miron: The story of Chicago’s founding erases centuries of contributions from Indigenous peoples,-0.05390989361330867,"Long before Jean Baptiste Point DuSable, a dozen Indigenous nations used Chicago as a center for trade and had more permanent village sites.",0.059642403401085176,Rose Miron,0.03679490648210049
91,Want to drive past the ‘Home Alone’ house? Or the church? A tour of 12 filming locations around Chicago.,-0.07748396164970472,"Watching the 1990 film “Home Alone” has become a must-see each December. With so many of the filming locations nearby, it’s a quick trip to see them.",0.0689449313795194,Kori Rumore,0.035685378417838365
92,The Trade That Backfired for America’s Biggest Wood-Pellet Exporter,-0.02750160821233294,"Enviva made a wager to buy pellets from a customer and resell them, but then prices fell",0.02964131929911673,Ryan Dezember,-0.0019271087076049298
93,Ask Amy: I have hit a stalemate with my mother,-0.023052076605381444,"Dear Amy: We were always politely distant, but now that my father has died, the distance between my mother and me has grown.",0.023212152649648488,Amy Dickinson,0.006350203417241573
94,Planting 'koala corridors' to save Australia's endangered marsupial,-0.06236777582671493,"When Lucy was rescued from a rural property in New South Wales two years ago, she was suffering from chlamydia, a disease widespread among koalas.",0.06524209235794842,Jill Gralow,-0.022490076451504137
95,Citi makes new appointments in Asia Pacific as part of restructuring,-0.08018250949680805,"Citigroup <a href=""https://www.reuters.com/markets/companies/C.N"" target=""_blank"">(C.N)</a> has made new appointments in Asia Pacific following a sweeping global reorganization the U.S. bank announced on Monday, according to a person with direct knowledge of …",0.12160197743651224,Selena Li,0.053977502160705626
96,Why carbon capture is no easy solution to climate change,0.002974995004478842,Technologies that capture carbon dioxide emissions to keep them from the atmosphere are central to the climate strategies of many world governments as they seek to follow through on international commitments to decarbonize by mid-century.,0.11321806290652603,Leah Douglas,0.01522685558302328
97,‘Midwestern Food’ Review: Hungry for the Heartland,0.005812067887745798,"Proudly asserting the culinary bona fides of a region so diverse, even its residents sometimes disagree on the definition of ‘Midwestern.’",0.049465720730950125,J. Ryan Stradal,-0.00501248415093869
98,"Kenneth Cooley’s basketball coach calls him Mr. Touchdown, but he does more than score for East Aurora. ‘Everything.’",-0.08947313501266763,"Kenneth Cooley, who starred on the football field as East Aurora made the playoffs for the first time in 40 years, is back on the basketball court.",0.11338321084622294,Rick Armstrong,0.02305814591818489
99,Economic models buckle under strain of climate reality,-0.054316762019880116,"Ahead of international climate talks in Dubai this month, economists are updating estimates of the impact of global warming on the world economy, sometimes calculating down to a decimal place the hit to output in decades to come.",0.03161073640512768,Mark John,0.11236108804587275
100,5 things to watch in the Chicago Bears-Minnesota Vikings game — plus our Week 12 predictions,0.03942529921187088,Minnesota Vikings QB Josh Dobbs and the status of Justin Jefferson and the Chicago Bears rookie cornerbacks are among the things to watch in Monday's game.,0.11987194186076522,Colleen Kane,0.06279105506837368
101,"DeMar DeRozan is ‘beyond frustrated,’ but he and other Chicago Bulls veterans aren’t pointing fingers at the front office",-0.0188193210051395,DeMar DeRozan and Nikola Vučević said they don't believe the Chicago Bulls front office needs to make major changes to turn around this season.,0.14260672294767573,Julia Poe,0.052438218306633644
102,Honda recalls select Accords and HR-Vs over missing piece in seat belt pretensioners,-0.011384686222299933,"More than 300,000 Accords and HR-Vs are potentially affected.",0.06893896230030805,Associated Press Staff,0.022895022892043926
103,James Penley and Nazareth will catch you. And then surpass you. They show that one more time in 5A state final.,-0.056325947458390146,James Penley and his Nazareth teammates had withstood a bad start before. So he wasn’t fazed by a two-touchdown deficit on Saturday.,0.046158947312505916,Steve Reaven,0.005522462539374828
104,"A hobbled HJ Grigsby comes up big for Joliet Catholic against Nazareth. The pain? ‘On a scale of 10, it was an 11.’",-0.02592296025250107,HJ Grigsby willed his way to 55 yards on 12 carries in second half as Joliet Catholic lost 38-20 to Nazareth in Class 5A state championship game.,0.08347064647750813,Jeff Vorva,-0.030335842864587903
105,Northern Illinois is bowl-eligible after beating Kent State 37-27 for its 2nd straight win and 6th overall,-0.071420130552724,"Northern Illinois (6-6, 5-3) closed the regular season with back-to-back wins to finish second in the Mid-American Conference’s West Division.",0.07585580146405846,Associated Press Staff,0.054736163292545825
